FileName,InsertionTime(ms)
1000-words.txt,19.2568
5000-words.txt,377.1212
10000-words.txt,1231.1786
15000-words.txt,2771.8571
20000-words.txt,4762.4202
25000-words.txt,7217.8416
30000-words.txt,10730.771
35000-words.txt,14881.4497
40000-words.txt,18425.1817
45000-words.txt,23115.1055
50000-words.txt,29742.9973
